,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Distribution Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL WIRE-DOWN SUSTAINED OUTAGE DETAILS (2015-2019),,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUTION CIRCUIT OUTAGES ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Including 2.5b ME Days, Transformer-Only, and Secondary & Service Conductor Wire-Down Outages; Excluding Fire Mitigation Outages))",,,,,,,,,,,,,,,,,,,,,,,,,,
Division,District Name,Feeder Name,Feeder #,Device,Oper #,Out Date,FNL,In Date,"In
Time",OIS #,Duration,Outage Level,Basic Cause,Supplemental Cause,CESO,C Min,"Open Point
Latitude","Open Point
Longitude",Fault Location,Weather,Failed Equipment,"Failed Equipment
Condition",Event #,"Const
Type",Sus/Mom,Tier
HUMBOLDT     ,UKIAH           ,FORT BRAGG A-1102           ,042761102,RECLOSER     ,31304,20191130,1320,20191130,1608,724293,168,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,137,"12,986",39.41505,-123.77036,"Garcia, Dan/T1260-K3467: 27901 hwy 20                                                               ",Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",19-0131400,OH,Sus,Non 2/3  
YOSEMITE     ,YOSEMITE        ,LIVINGSTON-1102             ,252261102,RECLOSER     ,9750,20170330,1210,20170330,1457,1739383,167,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,51,"3,940",37.36421,-120.79678,Kitchell / 2011 / 925-525-3751: 2/p/e of c/o 21101                                                  ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0035066,OH,Sus,Non 2/3  
SONOMA       ,SANTA ROSA      ,MIRABEL-1101                ,042091101,FUSE         ,963,20150407,1220,20150407,1506,1215003,166,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,208,"34,528",0.00000,0.00000,6633 Covey Rd.                                                                                      ,"Overcast,Rain;32-90 F                                           ","Conductor, Overhead         ","Broken, wire on ground      ",15-0024918,OH,Sus,Non 2/3  
NORTH VALLEY ,PARADISE        ,ORO FINO-1102               ,103031102,RECLOSER     ,2236,20160305,1741,20160305,2057,1417726,166,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,997,"147,826",39.87191,-121.61187,1 LD SIDE OF REG 16                                                                                 ,"Overcast,Heavy Rain,Strong Winds;32-90 F                        ","Conductor, Overhead         ","Broken, wire on ground      ",16-0017617,OH,Sus,Tier 3   
SACRAMENTO   ,YOLO            ,KNIGHTS LANDING-1101        ,062721101,FUSE         ,22375,20160502,1444,20160502,1730,1463389,166,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,14,283,38.74927,-121.69047,1 PHASE WIRE DOWN -                                                                                 ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0033290,OH,Sus,Non 2/3  
DIABLO       ,DIABLO          ,CONTRA COSTA-2107           ,013652107,FUSE         ,14154,20161216,0644,20161216,0930,1604239,166,Distribution Circuit      ,Vegetation                  ,Tree - palm frond fell into line     ,8,"1,328",37.99762,-121.71961,1/S/N OF 14154                                                                                      ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0085988,OH,Sus,Non 2/3  
DIABLO       ,DIABLO          ,BRENTWOOD-2112              ,014592112,TRANSFORMER  ,316725555294,20170821,0129,20170821,0415,1855894,166,Transformer only          ,Vegetation                  ,Tree - fell into line                ,4,664,38.01300,-121.63760,"N/of Riverview Place, @ Open Delta Bank                                                             ",Clear;32-90 F                                                   ,Secondary                   ,"Broken, wire on object      ",17-0071616,OH,Sus,Non 2/3  
SONOMA       ,SANTA ROSA      ,MOLINO-1103                 ,042571103,FUSE         ,697,20171110,1007,20171110,1253,1919908,166,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,28,"4,648",38.44513,-122.86133,3244 GRAVENSTEIN HWY                                                                                ,"Overcast,Fog,Rain;32-90 F                                       ","Conductor, Overhead         ","Broken, wire on ground      ",17-0094212,OH,Sus,Non 2/3  
HUMBOLDT     ,GARBERVILLE     ,FRUITLAND-1142              ,192311142,FUSE         ,1857,20180219,1359,20180219,1645,27351,166,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,5,830,40.22083,-123.81901,LAST SPAN LD SIDE OF 1857                                                                           ,Partly Cloudy;32-90 F                                           ,"Conductor, Overhead         ","Broken, wire on ground      ",18-0015430,OH,Sus,Tier 2   
NORTH VALLEY ,SHASTA          ,DESCHUTES-1101              ,103351101,OTHER        ,WIRE DOWN W/OF 9186 BROOKDALE RD                  ,20190810,0254,20190810,0540,498565,166,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,1,166,40.56582,-122.14725,W/OF 9186 BROOKDALE RD                                                                              ,"Partly Cloudy,Drizzle,Lightning;32-90 F                         ","Conductor, Overhead         ","Broken, wire on ground      ",19-0086443,OH,Sus,Non 2/3  
HUMBOLDT     ,EUREKA          ,ARCATA-1105                 ,192021105,FUSE         ,5151,20150610,0328,20150610,0613,1248145,165,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,114,"18,810",40.94501,-124.10770,114188659441,Fog;32 - 90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",15-0039910,OH,Sus,Non 2/3  
CENTRAL COAST,COAST           ,GREEN VALLEY-2101           ,083192101,FUSE         ,10633,20160213,1805,20160213,2050,1403006,165,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,3,495,36.86211,-121.65896,2579-C SAN JUAN RD.                                                                                 ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0012494,OH,Sus,Non 2/3  
CENTRAL COAST,COAST           ,WATSONVILLE-2101            ,083332101,JUMPER       ,WIRE DOWN 4 SP LD SD 11521                        ,20170308,1045,20170308,1330,1722498,165,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,6,912,36.88661,-121.72270,WIRE DOWN 4 SPANS LD SIDE OF 11521                                                                  ,Partly Cloudy;32-90 F                                           ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0029359,OH,Sus,Non 2/3  
HUMBOLDT     ,FORTUNA         ,EEL RIVER-1102              ,192381102,SWITCH       ,1925,20170429,0937,20170429,1222,1770327,165,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,26,"4,290",40.46323,-124.30359,7/S/LD/S/OF 1925                                                                                    ,Partly Cloudy;32-90 F                                           ,Connector or Splice (OH)    ,"Broken, wire on ground      ",17-0043875,OH,Sus,Tier 2   
CENTRAL COAST,COAST           ,BIG BASIN-1102              ,082841102,RECLOSER     ,12992,20170909,0730,20170909,1015,1873834,165,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,93,"15,345",37.19870,-122.15362,10 LD SIDE OF 8259                                                                                  ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0077178,OH,Sus,Tier 3   
FRESNO       ,FRESNO          ,MANCHESTER-1111             ,253921111,TRANSFORMER  ,417758253321,20180416,2027,20180416,2312,68391,165,Transformer only          ,Vegetation                  ,Tree - fell into line                ,12,"1,980",36.79560,-119.76641,4278 N 4TH STFRESNO93726                                                                            ,"Overcast,Drizzle;32-90 F                                        ",Secondary                   ,"Broken, wire on ground      ",18-0032845,OH,Sus,Non 2/3  
CENTRAL COAST,COAST           ,PAUL SWEET-2101             ,083252101,TRANSFORMER  ,315677717640,20191225,0503,20191225,0748,750110,165,Transformer only          ,Vegetation                  ,Tree - grew into line                ,27,"4,455",36.97487,-121.97961,VEDERNACK 831-233-0543: 2264 Capitola Rd                                                            ,"Overcast,Fog,Drizzle;32-90 F                                    ","Conductor, Overhead         ","Broken, wire on object      ",19-0137867,OH,Sus,Non 2/3  
HUMBOLDT     ,UKIAH           ,MIDDLETOWN-1101             ,043141101,RECLOSER     ,548,20150208,1404,20150208,1648,1182933,164,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,"1,305","214,020",38.75761,-122.63591,17 SPANS PAST 548                                                                                   ,Strong winds;32 - 90 F                                          ,"Conductor, Overhead         ","Broken, wire on ground      ",15-0011606,OH,Sus,Non 2/3  
STOCKTON     ,DELTA           ,MANTECA-1705                ,162611705,FUSE         ,1663,20150717,1857,20150717,2141,1269781,164,Distribution Circuit      ,Vegetation                  ,Tree - branch fell on line           ,13,"1,929",37.83578,-121.21853,"4765 BRUNSWICK RD, MANTECA                                                                          ",Clear;Above 90                                                  ,"Conductor, Overhead         ","Broken, wire on ground      ",15-0048298,OH,Sus,Non 2/3  
SIERRA       ,PLACER          ,PENRYN-1103                 ,152561103,RECLOSER     ,51658,20170622,1500,20170622,1744,1815079,164,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,634,"41,570",38.85467,-121.15054,"2525 RATTLESNAKE RD, NEWCASTLE; AT 37225 FUCO                                                       ",Clear;Above 90                                                  ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0057792,OH,Sus,Tier 2   
PENINSULA    ,PENINSULA       ,HALF MOON BAY-1103          ,024101103,RECLOSER     ,98440,20171112,0712,20171112,0956,1920803,164,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,154,"24,307",37.26668,-122.32242,1 SPAN W/1015                                                                                       ,Clear;32-90 F                                                   ,"Conductor, Overhead         ",On Ground                   ,17-0094490,OH,Sus,Tier 2   
HUMBOLDT     ,UKIAH           ,FORT BRAGG A-1104           ,042761104,FUSE         ,1607,20190409,1623,20190409,1907,356962,164,Distribution Circuit      ,Vegetation                  ,Tree - fell into line                ,4,656,39.44188,-123.77302,2 SPANS LD SIDE OF 1607                                                                             ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",19-0041027,OH,Sus,Tier 2   
